scan_order,candidate_key,kWp,battery,NPV_COP,payback_years,capex_client,self_consumption_ratio,self_sufficiency_ratio,annual_import_kwh,annual_export_kwh,peak_ratio,best_battery_for_kwp
147,18.000::BAT-27,18.0,BAT-27,38181505.70950335,3.3333333333333335,73800000.0,1.0,1.0,0.0,3785.9465028350905,1.8507427448506295,False
148,18.000::BAT-28,18.0,BAT-28,38181505.70950335,3.3333333333333335,73800000.0,1.0,1.0,0.0,3785.9465028350905,1.8507427448506295,False
149,18.000::BAT-29,18.0,BAT-29,38181505.70950335,3.3333333333333335,73800000.0,1.0,1.0,0.0,3785.9465028350905,1.8507427448506295,False
150,18.000::BAT-30,18.0,BAT-30,38181505.70950335,3.3333333333333335,73800000.0,1.0,1.0,0.0,3785.9465028350905,1.8507427448506295,False
151,18.000::BAT-31,18.0,BAT-31,38181505.70950335,3.3333333333333335,73800000.0,1.0,1.0,0.0,3785.946502835089,1.8507427448506295,False
152,18.000::BAT-32,18.0,BAT-32,38181505.70950335,3.3333333333333335,73800000.0,1.0,1.0,0.0,3785.946502835092,1.8507427448506295,False
139,18.000::BAT-15,18.0,BAT-15,36696081.51131076,3.4166666666666665,73800000.0,0.9844331260714437,0.9844331260714438,381.69974872819677,4210.057334755312,1.8507427448506295,False
138,18.000::BAT-10,18.0,BAT-10,30747496.861897267,3.5833333333333335,73800000.0,0.9208879818809403,0.9208879818809403,1939.8266842793414,5941.309485367693,1.8507427448506295,False
137,18.000::BAT-5,18.0,BAT-5,24798912.212483764,3.75,73800000.0,0.857342837690437,0.857342837690437,3497.9536198304854,7672.561635980075,1.8507427448506295,False
136,18.000::None,18.0,None,17477083.526489705,4.083333333333333,73800000.0,0.7795992873375154,0.7795992873375152,5404.2254744841275,9790.64147448412,1.8507427448506295,False
